station_id,station_name,station_pinyin_headchar,station_pinyin
895,天柱山,tzs,tianzhushan
896,西乡,xx,xixiang
897,星朗,xl,xinglang
898,满洲里,mzl,manzhouli
899,荣昌北,rcb,rongchangbei
900,温州,wz,wenzhou
901,天棚,tp,tianpeng
902,宏庆,hq,hongqing
903,涟源,ly,lianyuan
904,广南卫,gnw,guangnanwei
905,光泽,gz,guangze
906,岩山,ys,yanshan
907,阿勒泰,alt,aletai
908,黄冈西,hgx,huanggangxi
909,南阳寨,nyz,nanyangzhai
910,大兴机场,dxjc,daxingjichang
911,楚鲁图,clt,chulutu
912,淮南南,hnn,huainannan
913,辰溪,cx,chenxi
914,阳平关,ypg,yangpingguan
915,樟木头,zmt,zhangmutou
916,麻尾,mw,mawei
917,羊草,yc,yangcao
918,花园口,hyk,huayuankou
919,大荔北,dlb,dalibei
920,锦界,jj,jinjie
921,青州市,qzs,qingzhoushi
922,临河,lh,linhe
923,松河,sh,songhe
924,昭通南,ztn,zhaotongnan
925,陆良,ll,luliang
926,苏州,sz,suzhou
927,一面坡北,ympb,yimianpobei
928,王场,wc,wangchang
929,朱家窑,zjy,zhujiayao
930,西贺村,xhc,xihecun
931,麻山,ms,mashan
932,孙镇,sz,sunzhen
933,漳州,zz,zhangzhou
934,乾县,qx,qianxian
935,新津南,xjn,xinjinnan
936,红彦,hy,hongyan
937,磨刀石,mds,modaoshi
938,德州,dz,dezhou
939,宣汉,xh,xuanhan
940,恭城,gc,gongcheng
941,金河,jh,jinhe
942,凭祥,px,pingxiang
943,贵定,gd,guiding
944,青州市北,qzsb,qingzhoushibei
945,福泉,fq,fuquan
946,滥坝,lb,lanba
947,平田,pt,pingtian
948,莱西北,lxb,laixibei
949,娄底,ld,loudi
950,临泉,lq,linquan
951,顺义,sy,shunyi
952,贵阳北,gyb,guiyangbei
953,祁阳,qy,qiyang
954,桂林西,glx,guilinxi
955,二道沙河,edsh,erdaoshahe
956,玉林,yl,yulin
957,凌海,lh,linghai
958,德清,dq,deqing
959,博尔塔拉,betl,boertala
960,石人,sr,shiren
961,黄石北,hsb,huangshibei
962,太平川,tpc,taipingchuan
963,滨海港,bhg,binhaigang
964,二道湾,edw,erdaowan
965,燕山,ys,yanshan
966,常山,cs,changshan
967,大西,dx,daxi
968,新立屯,xlt,xinlitun
969,黔西,qx,qianxi
970,洪洞,hd,hongdong
971,韶山南,ssn,shaoshannan
972,禹城,yc,yucheng
973,洞井,dj,dongjing
974,新坪田,xpt,xinpingtian
975,建瓯,jo,jianou
976,临泽,lz,linze
977,枫林,fl,fenglin
978,海口,hk,haikou
979,新寒岭,xhl,xinhanling
980,和硕,hs,heshuo
981,景州,jz,jingzhou
982,兴和北,xhb,xinghebei
983,碱柜,jj,jianju
984,安德,ad,ande
985,涵江,hj,hanjiang
986,义马,ym,yima
987,南充北,ncb,nanchongbei
988,商丘南,sqn,shangqiunan
989,大安北,dab,daanbei
990,小寺沟,xsg,xiaosigou
991,许昌东,xcd,xuchangdong
992,裴德,pd,peide
993,松江镇,sjz,songjiangzhen
994,岫岩,xy,xiuyan
995,西岗子,xgz,xigangzi
996,南湖东,nhd,nanhudong
997,安达,ad,anda
998,天祝,tz,tianzhu
999,高家村,gjc,gaojiacun
1000,江门,jm,jiangmen
1001,灌水,gs,guanshui
1002,娘子关,nzg,niangziguan
1003,榕江,rj,rongjiang
1004,榆中,yz,yuzhong
1005,苍溪,cx,cangxi
1006,铜仁,tr,tongren
1007,承德东,cdd,chengdedong
1008,依兰,yl,yilan
1009,双辽,sl,shuangliao
1010,白文东,bwd,baiwendong
1011,乌兰察布,wlcb,wulanchabu
1012,襄阳,xy,xiangyang
1013,白音华南,byhn,baiyinhuanan
1014,免渡河,mdh,mianduhe
1015,亳州,bz,bozhou
1016,玉石,ys,yushi
1017,背荫河,byh,beiyinhe
1018,哈克,hk,hake
1019,宝老山,bls,baolaoshan
1020,临高南,lgn,lingaonan
1021,兰棱,ll,lanleng
1022,融安,ra,rongan
1023,狮山北,ssb,shishanbei
1024,吐鲁番北,tlfb,tulufanbei
1025,元田坝,ytb,yuantianba
1026,定州,dz,dingzhou
1027,泰和,th,taihe
1028,台安,ta,taian
1029,盘关,pg,panguan
1030,窑上,ys,yaoshang
1031,英吉沙,yjs,yingjisha
1032,观音机场,gyjc,guanyinjichang
1033,吉安西,jax,jianxi
1034,珠海,zh,zhuhai
1035,姚千户屯,yqht,yaoqianhutun
1036,丽水,ls,lishui
1037,武夷山,wys,wuyishan
1038,朝天,ct,chaotian
1039,下城子,xcz,xiachengzi
1040,亚布力南,ybln,yabulinan
1041,蜀河,sh,shuhe
1042,酒泉,jq,jiuquan
1043,两当,ld,liangdang
1044,泊头,bt,botou
1045,亭亮,tl,tingliang
1046,余姚,yy,yuyao
1047,德日斯图,drst,derisitu
1048,天河街,thj,tianhejie
1049,白沙,bs,baisha
1050,南丰,nf,nanfeng
1051,杨树岭,ysl,yangshuling
1052,双峰北,sfb,shuangfengbei
1053,阿城北,acb,achengbei
1054,门源,my,menyuan
1055,毛陈,mc,maochen
1056,赣县北,gxb,ganxianbei
1057,福海,fh,fuhai
1058,灯塔,dt,dengta
1059,南丹,nd,nandan
1060,宜州,yz,yizhou
1061,绥中北,szb,suizhongbei
1062,临海,lh,linhai
1063,丽江,lj,lijiang
1064,白沟,bg,baigou
1065,宋城路,scl,songchenglu
1066,嵩明,sm,songming
1067,阳新,yx,yangxin
1068,绵阳,my,mianyang
1069,长武,zw,zhangwu
1070,雷州,lz,leizhou
1071,白河,bh,baihe
1072,郑州西,zzx,zhengzhouxi
1073,普湾,pw,puwan
1074,伊图里河,ytlh,yitulihe
1075,德仁,dr,deren
1076,陇南,ln,longnan
1077,白泉,bq,baiquan
1078,沙马拉达,smld,shamalada
1079,铁力,tl,tieli
1080,忻州西,xzx,xinzhouxi
1081,平旺,pw,pingwang
1082,大英东,dyd,dayingdong
1083,长宁,zn,zhangning
1084,四道湾,sdw,sidaowan
1085,重庆北,zqb,zhongqingbei
1086,达州,dz,dazhou
1087,平昌,pc,pingchang
1088,梅州,mz,meizhou
1089,双鸭山,sys,shuangyashan
1090,辽中,lz,liaozhong
1091,雁石南,ysn,yanshinan
1092,宝清,bq,baoqing
1093,丹阳北,dyb,danyangbei
1094,张家界,zjj,zhangjiajie
1095,岳池,yc,yuechi
1096,怀仁东,hrd,huairendong
1097,大足南,dzn,dazunan
1098,威信,wx,weixin
1099,古浪,gl,gulang
1100,渭源,wy,weiyuan
1101,延平东,ypd,yanpingdong
1102,灵石,ls,lingshi
1103,车墩,cd,chedun
1104,南翔北,nxb,nanxiangbei
1105,新干东,xgd,xingandong
1106,王安镇,waz,wanganzhen
1107,水富,sf,shuifu
1108,东方红,dfh,dongfanghong
1109,沧州,cz,cangzhou
1110,芦台,lt,lutai
1111,溆浦南,xpn,xupunan
1112,临泽南,lzn,linzenan
1113,当涂东,dtd,dangtudong
1114,梁平,lp,liangping
1115,新窝铺,xwp,xinwopu
1116,福州,fz,fuzhou
1117,孟家岗,mjg,mengjiagang
1118,内江南,njn,neijiangnan
1119,治安,za,zhian
1120,花楼坝,hlb,hualouba
1121,河口北,hkb,hekoubei
1122,倭肯,wk,woken
1123,岱岳,dy,daiyue
1124,丰顺东,fsd,fengshundong
1125,通北,tb,tongbei
1126,褚家湾,cjw,chujiawan
1127,平阳,py,pingyang
1128,通化,th,tonghua
1129,龙山镇,lsz,longshanzhen
1130,沙坪坝,spb,shapingba
1131,宝鸡,bj,baoji
1132,长河碥,zhb,zhanghebian
1133,偃师,ys,yanshi
1134,桃映,ty,taoying
1135,锡林呼都嘎,xlhdg,xilinhudouga
1136,安亭北,atb,antingbei
1137,偏岭,pl,pianling
1138,钟山西,zsx,zhongshanxi
1139,乌兰胡同,wlht,wulanhutong
1140,清原,qy,qingyuan
1141,宝丰,bf,baofeng
1142,克东,kd,kedong
1143,邯郸,hd,handan
1144,黄山,hs,huangshan
1145,南京,nj,nanjing
1146,金州,jz,jinzhou
1147,阳春,yc,yangchun
1148,甘旗卡,gqk,ganqika
1149,长发屯,zft,zhangfatun
1150,丰广,fg,fengguang
1151,武义北,wyb,wuyibei
1152,七苏木,qsm,qisumu
1153,丰城南,fcn,fengchengnan
1154,陇县,lx,longxian
1155,下板城,xbc,xiabancheng
1156,流水沟,lsg,liushuigou
1157,重庆,zq,zhongqing
1158,石人城,src,shirencheng
1159,索伦,sl,suolun
1160,凌源,ly,lingyuan
1161,吐列毛杜,tlmd,tuliemaodu
1162,深圳北,szb,shenzhenbei
1163,漫流河,mlh,manliuhe
1164,融水,rs,rongshui
1165,临清,lq,linqing
1166,建昌,jc,jianchang
1167,福清,fq,fuqing
1168,南仇,nc,nanchou
1169,张兰,zl,zhanglan
1170,瓦房店,wfd,wafangdian
1171,渭南西,wnx,weinanxi
1172,汤阴,ty,tangyin
1173,互助,hz,huzhu
1174,遂平,sp,suiping
1175,葫芦岛,hld,huludao
1176,辽源,ly,liaoyuan
1177,五棵树,wks,wukeshu
1178,观沙岭,gsl,guanshaling
1179,山海关,shg,shanhaiguan
1180,河口南,hkn,hekounan
1181,月山,ys,yueshan
1182,淄博北,zbb,zibobei
1183,山坡东,spd,shanpodong
1184,桑根达来,sgdl,sanggendalai
1185,向塘,xt,xiangtang
1186,顺德,sd,shunde
1187,永定,yd,yongding
1188,长寿,zs,zhangshou
1189,漳平西,zpx,zhangpingxi
1190,建阳,jy,jianyang
1191,大庆西,dqx,daqingxi
1192,修武西,xwx,xiuwuxi
1193,富裕,fy,fuyu
1194,阳澄湖,ych,yangchenghu
1195,巢湖东,chd,chaohudong
1196,石泉县,sqx,shiquanxian
1197,永安南,yan,yongannan
1198,发耳,fe,faer
1199,七营,qy,qiying
1200,台山,ts,taishan
1201,泾县,jx,jingxian
1202,海城西,hcx,haichengxi
1203,李子沟,lzg,lizigou
1204,孤山口,gsk,gushankou
1205,鞍山,as,anshan
1206,西昌南,xcn,xichangnan
1207,宁东南,ndn,ningdongnan
1208,建三江,jsj,jiansanjiang
1209,新晃,xh,xinhuang
1210,阳泉北,yqb,yangquanbei
1211,绥棱,sl,suileng
1212,超梁沟,clg,chaolianggou
1213,东光,dg,dongguang
1214,黄羊镇,hyz,huangyangzhen
1215,惠安,ha,huian
1216,吉首,js,jishou
1217,鄂州东,ezd,ezhoudong
1218,常州,cz,changzhou
1219,临湘,lx,linxiang
1220,酒泉南,jqn,jiuquannan
1221,白涛,bt,baitao
1222,古东,gd,gudong
1223,福山口,fsk,fushankou
1224,青莲,ql,qinglian
1225,瓢儿屯,pet,piaoertun
1226,新固镇,xgz,xinguzhen
1227,凤凰机场,fhjc,fenghuangjichang
1228,繁峙,fz,fanzhi
1229,红旗营,hqy,hongqiying
1230,遂溪,sx,suixi
1231,高密北,gmb,gaomibei
1232,孔垄,kl,konglong
1233,元龙,yl,yuanlong
1234,廉江,lj,lianjiang
1235,青县,qx,qingxian
1236,奈曼,nm,naiman
1237,三原,sy,sanyuan
1238,南平市,nps,nanpingshi
1239,燕子砭,yzb,yanzibian
1240,白涧,bj,baijian
1241,包头,bt,baotou
1242,连珠山,lzs,lianzhushan
1243,永寿,ys,yongshou
1244,怀集,hj,huaiji
1245,陶赖昭,tlz,taolaizhao
1246,龙南,ln,longnan
1247,都格,dg,douge
1248,鹤壁,hb,hebi
1249,襄垣,xy,xiangyuan
1250,东兴,dx,dongxing
1251,土牧尔台,tmet,tumuertai
1252,济南东,jnd,jinandong
1253,巴彦郭勒,bygl,bayanguole
1254,商南,sn,shangnan
1255,临江场,ljc,linjiangchang
1256,新绰源,xcy,xinchuoyuan
1257,河津,hj,hejin
1258,大盘石,dps,dapanshi
1259,锦州南,jzn,jinzhounan
1260,葛根庙,ggm,gegenmiao
1261,八面通,bmt,bamiantong
1262,长沙,zs,zhangsha
1263,驼腰岭,tyl,tuoyaoling
1264,青岛北,qdb,qingdaobei
1265,黄流,hl,huangliu
1266,毛坝,mb,maoba
1267,南宁西,nnx,nanningxi
1268,扶沟南,fgn,fugounan
1269,铁厂,tc,tiechang
1270,朝阳南,cyn,chaoyangnan
1271,尚志,sz,shangzhi
1272,徐州东,xzd,xuzhoudong
1273,呼和浩特东,hhhtd,huhehaotedong
1274,塔哈,th,taha
1275,城固北,cgb,chenggubei
1276,仙桃西,xtx,xiantaoxi
1277,松滋,sz,songzi
1278,吕梁,ll,lu:liang
1279,乌海西,whx,wuhaixi
1280,厦门,sm,shamen
1281,弯道,wd,wandao
1282,丹东,dd,dandong
1283,谷山,gs,gushan
1284,独山,ds,dushan
1285,阳曲,yq,yangqu
1286,尤溪,yx,youxi
1287,田阳,ty,tianyang
1288,德保,db,debao
1289,长治,zz,zhangzhi
1290,颍上,ys,yingshang
1291,樟树东,zsd,zhangshudong
1292,繁昌西,fcx,fanchangxi
1293,二营,ey,erying
1294,朱家沟,zjg,zhujiagou
1295,襄汾西,xfx,xiangfenxi
1296,水泉,sq,shuiquan
1297,沂南,yn,yinan
1298,榆树屯,yst,yushutun
1299,乐武,lw,lewu
1300,通化县,thx,tonghuaxian
1301,许家屯,xjt,xujiatun
1302,古源,gy,guyuan
1303,大竹园,dzy,dazhuyuan
1304,银浪,yl,yinlang
1305,察素齐,csq,chasuqi
1306,昆山,ks,kunshan
1307,峨眉,em,emei
1308,榆树沟,ysg,yushugou
1309,蓬溪,px,pengxi
1310,常平,cp,changping
1311,滁州,cz,chuzhou
1312,三营,sy,sanying
1313,明安,ma,mingan
1314,郑州,zz,zhengzhou
1315,开阳,ky,kaiyang
1316,登沙河,dsh,dengshahe
1317,联合乡,lhx,lianhexiang
1318,兖州,yz,yanzhou
1319,格尔木,gem,geermu
1320,文登东,wdd,wendengdong
1321,天河机场,thjc,tianhejichang
1322,开封北,kfb,kaifengbei
1323,常庄,cz,changzhuang
1324,大安,da,daan
1325,古交,gj,gujiao
1326,双流机场,sljc,shuangliujichang
1327,遵义南,zyn,zunyinan
1328,韩府湾,hfw,hanfuwan
1329,狮山,ss,shishan
1330,毛坝关,mbg,maobaguan
1331,铁口,tk,tiekou
1332,福鼎,fd,fuding
1333,嘉善南,jsn,jiashannan
1334,沁县,qx,qinxian
1335,阳朔,ys,yangshuo
1336,定边,db,dingbian
1337,保定,bd,baoding
1338,新高峰,xgf,xingaofeng
1339,从江,cj,congjiang
1340,珞璜南,lhn,luohuangnan
1341,水洋,sy,shuiyang
1342,鄄城,jc,juancheng
1343,涉县,sx,shexian
1344,海门,hm,haimen
1345,东至,dz,dongzhi
1346,峰高铺,fgp,fenggaopu
1347,桃村,tc,taocun
1348,阿尔山,aes,aershan
1349,帽儿山,mes,maoershan
1350,穆棱,ml,muleng
1351,滩头,tt,tantou
1352,水洞,sd,shuidong
1353,枝江北,zjb,zhijiangbei
1354,娄烦,lf,loufan
1355,高村,gc,gaocun
1356,包头北,btb,baotoubei
1357,广南县,gnx,guangnanxian
1358,井南,jn,jingnan
1359,武昌,wc,wuchang
1360,董家口,djk,dongjiakou
1361,南湾子,nwz,nanwanzi
1362,深圳,sz,shenzhen
1363,齐河,qh,qihe
1364,石桥子,sqz,shiqiaozi
1365,通远堡,tyb,tongyuanbao
1366,金沟屯,jgt,jingoutun
1367,汕头,st,shantou
1368,白沙铺,bsp,baishapu
1369,凤台南,ftn,fengtainan
1370,横江,hj,hengjiang
1371,平原堡,pyb,pingyuanbao
1372,二龙山屯,elst,erlongshantun
1373,张家口,zjk,zhangjiakou
1374,集宁南,jnn,jiningnan
1375,公庙子,gmz,gongmiaozi
1376,文水,ws,wenshui
1377,五原,wy,wuyuan
1378,平果,pg,pingguo
1379,大红旗,dhq,dahongqi
1380,兴安岭,xal,xinganling
1381,新场,xc,xinchang
1382,牛庄,nz,niuzhuang
1383,黄州,hz,huangzhou
1384,定远,dy,dingyuan
1385,贵港,gg,guigang
1386,三家寨,sjz,sanjiazhai
1387,伊敏,ym,yimin
1388,黑水,hs,heishui
1389,海阳,hy,haiyang
1390,新李,xl,xinli
1391,五莲,wl,wulian
1392,云居寺,yjs,yunjusi
1393,宝拉格,blg,baolage
1394,桂林,gl,guilin
1395,昌平北,cpb,changpingbei
1396,岩会,yh,yanhui
1397,打羊,dy,dayang
1398,七甸,qd,qidian
1399,惠山,hs,huishan
1400,杏树屯,xst,xingshutun
1401,邢台,xt,xingtai
1402,应县,yx,yingxian
1403,贲红,bh,bihong
1404,图们,tm,tumen
1405,十八台,sbt,shibatai
1406,马鞍山,mas,maanshan
1407,南通,nt,nantong
1408,炎陵,yl,yanling
1409,曾家坪子,cjpz,cengjiapingzi
1410,兴国西,xgx,xingguoxi
1411,寿县,sx,shouxian
1412,新青,xq,xinqing
1413,饮马峡,ymx,yinmaxia
1414,成都西,cdx,chengdouxi
1415,长流,zl,zhangliu
1416,恒地营,hdy,hengdiying
1417,武陟,wz,wuzhi
1418,光明城,gmc,guangmingcheng
1419,银川,yc,yinchuan
1420,海晏,hy,haiyan
1421,永泰,yt,yongtai
1422,六安,la,liuan
1423,东明县,dmx,dongmingxian
1424,四马架,smj,simajia
1425,正镶白旗,zxbq,zhengxiangbaiqi
1426,桦南,hn,huanan
1427,乌拉特前旗,wltqq,wulateqianqi
1428,涪陵北,flb,fulingbei
1429,九龙塘,jlt,jiulongtang
1430,灌云,gy,guanyun
1431,华容南,hrn,huarongnan
1432,香港红磡,xghk,xiangganghongkan
1433,勃利,bl,boli
1434,赤壁,cb,chibi
1435,讷河,nh,nehe
1436,龙泉寺,lqs,longquansi
1437,枣庄西,zzx,zaozhuangxi
1438,信宜,xy,xinyi
1439,原林,yl,yuanlin
1440,广州东,gzd,guangzhoudong
1441,怀柔,hr,huairou
1442,樟木头东,zmtd,zhangmutoudong
1443,西固城,xgc,xigucheng
1444,哈拉海,hlh,halahai
1445,新都东,xdd,xindoudong
1446,昂昂溪,aax,angangxi
1447,内江北,njb,neijiangbei
1448,台州,tz,taizhou
1449,电白,db,dianbai
1450,山阴,sy,shanyin
1451,江桥,jq,jiangqiao
1452,新林,xl,xinlin
1453,沧州西,czx,cangzhouxi
1454,太和北,thb,taihebei
1455,舒城,sc,shucheng
1456,武隆,wl,wulong
1457,卡伦,kl,kalun
1458,土们岭,tml,tumenling
1459,偏岭镇,plz,pianlingzhen
1460,小雨谷,xyg,xiaoyugu
1461,涿州,zz,zhuozhou
1462,罗山,ls,luoshan
1463,贺州,hz,hezhou
1464,图强,tq,tuqiang
1465,玛纳斯,mns,manasi
1466,利津南,ljn,lijinnan
1467,牟平,mp,mouping
1468,定西北,dxb,dingxibei
1469,临澧,ll,linli
1470,道州,dz,daozhou
1471,夏邑县,xyx,xiayixian
1472,济宁,jn,jining
1473,宜耐,yn,yinai
1474,缙云西,jyx,jinyunxi
1475,辛集南,xjn,xinjinan
1476,德惠,dh,dehui
1477,盘古,pg,pangu
1478,道清,dq,daoqing
1479,贵溪,gx,guixi
1480,克一河,kyh,keyihe
1481,马盖图,mgt,magaitu
1482,介休东,jxd,jiexiudong
1483,双牌,sp,shuangpai
1484,成高子,cgz,chenggaozi
1485,横峰,hf,hengfeng
1486,青田,qt,qingtian
1487,鸳鸯镇,yyz,yuanyangzhen
1488,湘潭北,xtb,xiangtanbei
1489,米易,my,miyi
1490,井冈山,jgs,jinggangshan
1491,瑞昌西,rcx,ruichangxi
1492,黑河,hh,heihe
1493,合肥南,hfn,hefeinan
1494,牙屯堡,ytb,yatunbao
1495,彭州南,pzn,pengzhounan
1496,玉田县,ytx,yutianxian
1497,黔江,qj,qianjiang
1498,永康南,ykn,yongkangnan
1499,三义井,syj,sanyijing
1500,永济,yj,yongji
1501,五营,wy,wuying
1502,峨眉山,ems,emeishan
1503,天水,ts,tianshui
1504,偏店,pd,piandian
1505,正定机场,zdjc,zhengdingjichang
1506,大屯,dt,datun
1507,綦江东,qjd,qijiangdong
1508,威舍,ws,weishe
1509,通天屯,ttt,tongtiantun
1510,巴林,bl,balin
1511,乐山,ls,leshan
1512,小南海,xnh,xiaonanhai
1513,余江,yj,yujiang
1514,尼波,nb,nibo
1515,干塘,gt,gantang
1516,日照,rz,rizhao
1517,韶关,sg,shaoguan
1518,岚山西,lsx,lanshanxi
1519,河源,hy,heyuan
1520,武夷山东,wysd,wuyishandong
1521,大乌苏,dws,dawusu
1522,新香坊北,xxfb,xinxiangfangbei
1523,喇嘛山,lms,lamashan
1524,金月湾,jyw,jinyuewan
1525,滕州东,tzd,tengzhoudong
1526,廊坊北,lfb,langfangbei
1527,咸宁东,xnd,xianningdong
1528,会同,ht,huitong
1529,黄平,hp,huangping
1530,西里,xl,xili
1531,阿图什,ats,atushen
1532,奈林皋,nlg,nailingao
1533,承德南,cdn,chengdenan
1534,永福南,yfn,yongfunan
1535,太谷,tg,taigu
1536,弥勒,ml,mile
1537,三门峡西,smxx,sanmenxiaxi
1538,横道河子,hdhz,hengdaohezi
1539,大杨树,dys,dayangshu
1540,石门子,smz,shimenzi
1541,连江,lj,lianjiang
1542,伊春,yc,yichun
1543,黄泥河,hnh,huangnihe
1544,东辛庄,dxz,dongxinzhuang
1545,车转湾,czw,chezhuanwan
1546,吐鲁番,tlf,tulufan
1547,三家店,sjd,sanjiadian
1548,乔庄东,qzd,qiaozhuangdong
1549,小西庄,xxz,xiaoxizhuang
1550,蓬莱市,pls,penglaishi
1551,李旺,lw,liwang
1552,安庆西,aqx,anqingxi
1553,霍州,hz,huozhou
1554,兰考南,lkn,lankaonan
1555,自贡,zg,zigong
1556,徐闻,xw,xuwen
1557,北碚,bb,beibei
1558,田林,tl,tianlin
1559,喀左,kz,kazuo
1560,扎音河,zyh,zhayinhe
1561,德兴东,dxd,dexingdong
1562,红寺堡,hsb,hongsibao
1563,普洱渡,ped,puerdu
1564,凤州,fz,fengzhou
1565,万州北,wzb,wanzhoubei
1566,咸阳,xy,xianyang
1567,耒阳,ly,leiyang
1568,仙水,xs,xianshui
1569,海宁西,hnx,hainingxi
1570,牛河梁,nhl,niuheliang
1571,常德,cd,changde
1572,高台子,gtz,gaotaizi
1573,泰来,tl,tailai
1574,南部,nb,nanbu
1575,定州东,dzd,dingzhoudong
1576,张掖,zy,zhangye
1577,卢龙,ll,lulong
1578,佛山,fs,foshan
1579,达布逊,dbx,dabuxun
1580,弋阳,yy,yiyang
1581,四棵树,sks,sikeshu
1582,天岗,tg,tiangang
1583,德州东,dzd,dezhoudong
1584,兴宁,xn,xingning
1585,邵阳北,syb,shaoyangbei
1586,黄河景区,hhjq,huanghejingqu
1587,温州南,wzn,wenzhounan
1588,潜江,qj,qianjiang
1589,濑湍,lt,laituan
1590,赣榆,gy,ganyu
1591,德兴,dx,dexing
1592,碧江,bj,bijiang
1593,中宁东,znd,zhongningdong
1594,富拉尔基,flej,fulaerji
1595,建桥,jq,jianqiao
1596,银滩,yt,yintan
1597,乌海,wh,wuhai
1598,东升,ds,dongsheng
1599,闻喜西,wxx,wenxixi
1600,化处,hc,huachu
1601,安化,ah,anhua
1602,益阳,yy,yiyang
1603,楚雄,cx,chuxiong
1604,永川,yc,yongchuan
1605,望江,wj,wangjiang
1606,敦煌,dh,dunhuang
1607,铜仁南,trn,tongrennan
1608,吉安,ja,jian
1609,邵家堂,sjt,shaojiatang
1610,永州,yz,yongzhou
1611,莱阳,ly,laiyang
1612,界首市,jss,jieshoushi
1613,钟祥,zx,zhongxiang
1614,翠岗,cg,cuigang
1615,进贤,jx,jinxian
1616,新桥,xq,xinqiao
1617,佛岭,fl,foling
1618,绥芬河,sfh,suifenhe
1619,西麻山,xms,ximashan
1620,营街,yj,yingjie
1621,得莫利,dml,demoli
1622,南充,nc,nanchong
1623,朝阳镇,cyz,chaoyangzhen
1624,滨海北,bhb,binhaibei
1625,丰都,fd,fengdou
1626,茶陵南,cln,chalingnan
1627,铁岭西,tlx,tielingxi
1628,林海,lh,linhai
1629,醴陵东,lld,lilingdong
1630,水源,sy,shuiyuan
1631,信阳东,xyd,xinyangdong
1632,临邑,ly,linyi
1633,裕国,yg,yuguo
1634,汉寿,hs,hanshou
1635,豆沙关,dsg,doushaguan
1636,嘉峪关,jyg,jiayuguan
1637,龙镇,lz,longzhen
1638,关寨,gz,guanzhai
1639,赵城,zc,zhaocheng
1640,热水,rs,reshui
1641,达拉特西,dltx,dalatexi
1642,北京西,bjx,beijingxi
1643,桦皮厂,hpc,huapichang
1644,公主岭南,gzln,gongzhulingnan
1645,高碑店东,gbdd,gaobeidiandong
1646,四分滩,sft,sifentan
1647,白沙坡,bsp,baishapo
1648,惠州,hz,huizhou
1649,鹤立,hl,heli
1650,道滘,dj,daojiao
1651,澧县,lx,lixian
1652,阆中,lz,langzhong
1653,秧草地,ycd,yangcaodi
1654,阜宁,fn,funing
1655,蒲坝,pb,puba
1656,金银潭,jyt,jinyintan
1657,桃村北,tcb,taocunbei
1658,蔡家崖,cjy,caijiaya
1659,汤旺河,twh,tangwanghe
1660,扬州,yz,yangzhou
1661,低庄,dz,dizhuang
1662,暖泉,nq,nuanquan
1663,钟家村,zjc,zhongjiacun
1664,黄冈东,hgd,huanggangdong
1665,灵宝西,lbx,lingbaoxi
1666,蚌埠南,bbn,bangbunan
1667,新余北,xyb,xinyubei
1668,东莞,dg,dongguan
1669,里木店,lmd,limudian
1670,海林,hl,hailin
1671,汐子,xz,xizi
1672,平凉南,pln,pingliangnan
1673,砚川,yc,yanchuan
1674,乐平市,lps,lepingshi
1675,福山镇,fsz,fushanzhen
1676,稷山,js,jishan
1677,天津,tj,tianjin
1678,鲁番,lf,lufan
1679,油溪,yx,youxi
1680,泽普,zp,zepu
1681,庆盛,qs,qingsheng
1682,翠峰,cf,cuifeng
1683,平社,ps,pingshe
1684,获嘉,hj,huojia
1685,茨坝,cb,ciba
1686,义乌,yw,yiwu
1687,东戴河,ddh,dongdaihe
1688,王家营西,wjyx,wangjiayingxi
1689,平遥古城,pygc,pingyaogucheng
1690,三明,sm,sanming
1691,抚顺,fs,fushun
1692,磐石,ps,panshi
1693,兰岗,lg,langang
1694,羊坪,yp,yangping
1695,熊岳城,xyc,xiongyuecheng
1696,惠东,hd,huidong
1697,双河市,shs,shuangheshi
1698,水家湖,sjh,shuijiahu
1699,兰岭,ll,lanling
1700,海城,hc,haicheng
1701,临沂北,lyb,linyibei
1702,北票,bp,beipiao
1703,瑞金,rj,ruijin
1704,随州,sz,suizhou
1705,宝龙山,bls,baolongshan
1706,富宁,fn,funing
1707,盘锦,pj,panjin
1708,梅河口,mhk,meihekou
1709,三阳,sy,sanyang
1710,帽儿山西,mesx,maoershanxi
1711,朔州,sz,shuozhou
1712,喀什,ks,kashen
1713,虎门,hm,humen
1714,蒲城,pc,pucheng
1715,白鸡坡,bjp,baijipo
1716,高头,gt,gaotou
1717,博兴,bx,boxing
1718,宜兴,yx,yixing
1719,哈尔滨,heb,haerbin
1720,青岛西,qdx,qingdaoxi
1721,新贤城,xxc,xinxiancheng
1722,扎赉诺尔西,zlnex,zhalainuoerxi
1723,东台,dt,dongtai
1724,黄松甸,hsd,huangsongdian
1725,眉山东,msd,meishandong
1726,密山,ms,mishan
1727,嘉兴南,jxn,jiaxingnan
1728,白河县,bhx,baihexian
1729,曲靖北,qjb,qujingbei
1730,大足,dz,dazu
1731,林东,ld,lindong
1732,湛江,zj,zhanjiang
1733,唐山,ts,tangshan
1734,大涧,dj,dajian
1735,河边,hb,hebian
1736,大通西,dtx,datongxi
1737,霍林郭勒,hlgl,huolinguole
1738,永康,yk,yongkang
1739,桐城,tc,tongcheng
1740,桐柏,tb,tongbo
1741,卫辉,wh,weihui
1742,新天,xt,xintian
1743,蔡家沟,cjg,caijiagou
1744,金华南,jhn,jinhuanan
1745,汾阳,fy,fenyang
1746,上海南,shn,shanghainan
1747,乐跃,ly,leyue
1748,齐哈日格图,qhrgt,qiharigetu
